ID	SS02	SS04	SS06	SS08	SS10	SS12	SS14	AC	Gene_name_short	Protein_name	Species	Evalue
comp219609_c0	0.23	0.04	0.12	0.09	0.18	0.2	0.18	Q9NYT6	ZN226_HUMAN	"Zinc finger protein 226"	"Homo sapiens (Human)."	2e-93
comp212638_c1	0.23	0.23	0.13	0.06	0.37	1.01	0.97	P20241	NRG_DROME	Neuroglian	"Drosophila melanogaster (Fruit f"	0.000000000000002
comp11623_c0	0.23	0.07	0.05	0	0	0	0.03	Q8GYA3	OPRL1_ARATH	"Putative 12-oxophytodienoate reductase-like protein 1"	"Arabidopsis thaliana (Mouse-ear "	6e-27
comp222100_c4	0.23	0.16	0.35	0.91	0.45	0.74	1.13	Q7LHG5	YI31B_YEAST	"Transposon Ty3-I Gag-Pol polyprotein"	"Saccharomyces cerevisiae (strain"	0.0000000000004
comp222915_c2	0.23	24.32	9.9	1.27	0.43	0.39	0.39	Q61080	FOXF1_MOUSE	"Forkhead box protein F1"	"Mus musculus (Mouse)."	3e-20
comp214591_c1	0.23	0.16	0.18	1.46	2.79	2.25	2.66	Q8NCG5	CHST4_HUMAN	"Carbohydrate sulfotransferase 4"	"Homo sapiens (Human)."	9e-35
comp223900_c0	0.23	1.25	1.97	2.2	5.38	5.88	5.25	Q9UPG8	PLAL2_HUMAN	"Zinc finger protein PLAGL2"	"Homo sapiens (Human)."	0.000002
comp213796_c4	0.23	0.09	0.91	0.34	0.03	0.25	0.12	Q13639	5HT4R_HUMAN	"5-hydroxytryptamine receptor 4"	"Homo sapiens (Human)."	0.000000000001
comp224396_c1	0.23	0.42	3.78	4.17	2	2.36	1.86	Q80SX5	OTOP2_MOUSE	Otopetrin-2	"Mus musculus (Mouse)."	0.00000001
comp222592_c1	0.23	0.18	0.18	0.36	0.35	0.22	0.4	B1WAZ8	ZBT8A_XENTR	"Zinc finger and BTB domain-containing protein 8A"	"Xenopus tropicalis (Western claw"	0.000000003
comp203939_c1	0.23	0	0.03	0.02	0.01	0.01	0.01	P22105	TENX_HUMAN	Tenascin-X	"Homo sapiens (Human)."	0.000009
comp218228_c0	0.23	0.09	0.18	0.79	2	3.47	3.59	O70528	5HT4R_CAVPO	"5-hydroxytryptamine receptor 4"	"Cavia porcellus (Guinea pig)."	3e-92
comp215457_c0	0.23	0.04	0.38	1.08	0.28	0.19	0.31	P0CE10	Y4102_ARATH	"Putative uncharacterized protein At4g01020, chloroplastic"	"Arabidopsis thaliana (Mouse-ear "	4e-24
comp219187_c0	0.23	0.44	1.08	1.71	1.09	0.77	0.57	Q6RUV5	RAC1_RAT	"Ras-related C3 botulinum toxin substrate 1"	"Rattus norvegicus (Rat)."	6e-72
comp216564_c3	0.23	1.48	0.88	1.52	1.84	1.22	1.69	P48060	GLIP1_HUMAN	"Glioma pathogenesis-related protein 1"	"Homo sapiens (Human)."	1e-26
comp223445_c0	0.23	0.45	0.78	0.68	0.85	0.88	1.48	Q12866	MERTK_HUMAN	"Tyrosine-protein kinase Mer"	"Homo sapiens (Human)."	6e-30
comp217070_c0	0.23	0.21	0.67	1.67	0.86	0.71	0.89	Q3U288	ZN710_MOUSE	"Zinc finger protein 710"	"Mus musculus (Mouse)."	0.000000006
comp216250_c3	0.23	0.12	0.39	0.44	0.26	0.35	0.78	O57525	CP17A_RANDY	"Steroid 17-alpha-hydroxylase/17,20 lyase"	"Rana dybowskii (Dybovsky's frog)"	9e-57
comp216540_c0	0.23	0.16	0.42	0.2	0.16	0.36	0.4	A4IF63	TRIM2_BOVIN	"Tripartite motif-containing protein 2"	"Bos taurus (Bovine)."	0.0000000004
comp201982_c2	0.23	0.05	0.07	0	0	0.02	0.02	Q6J4K2	NCKX6_HUMAN	"Sodium/potassium/calcium exchanger 6, mitochondrial"	"Homo sapiens (Human)."	0.0000000000002
comp219609_c0	0.23	0.04	0.12	0.09	0.18	0.2	0.18	Q9NYT6	ZN226_HUMAN	"Zinc finger protein 226"	"Homo sapiens (Human)."	1e-95
comp214185_c0	0.23	0.14	0.12	0.12	0.12	0.14	0.55	Q80VI1	TRI56_MOUSE	"E3 ubiquitin-protein ligase TRIM56"	"Mus musculus (Mouse)."	0.0000000000003
comp221998_c4	0.23	0.53	0.37	0.44	1.22	1.15	0.75	Q5ZJI9	UBAC1_CHICK	"Ubiquitin-associated domain-containing protein 1"	"Gallus gallus (Chicken)."	2e-90
comp222760_c0	0.23	0.66	0.88	1.03	2.29	3.08	2.89	Q61823	PDCD4_MOUSE	"Programmed cell death protein 4"	"Mus musculus (Mouse)."	3e-109
comp222915_c2	0.23	24.32	9.9	1.27	0.43	0.39	0.39	Q9NBX4	RTXE_DROME	"Probable RNA-directed DNA polymerase from transposon X-element"	"Drosophila melanogaster (Fruit f"	6e-21
comp214593_c0	0.23	0.98	3.4	1.67	0.97	1.1	1.09	P0C6P7	FEM1B_RAT	"Protein fem-1 homolog B"	"Rattus norvegicus (Rat)."	0.0000004
comp499729_c0	0.23	0.03	0.03	0.01	0.01	0	0.05	P46023	GR101_LYMST	"G-protein coupled receptor GRL101"	"Lymnaea stagnalis (Great pond sn"	3e-49
comp223568_c0	0.23	0.14	0.46	0.82	1.68	2.46	2.64	P78424	PO6F2_HUMAN	"POU domain, class 6, transcription factor 2"	"Homo sapiens (Human)."	4e-92
comp210972_c3	0.23	0.16	0.35	0.41	0.86	1.06	1.3	O77761	SOAT1_MACFA	"Sterol O-acyltransferase 1"	"Macaca fascicularis (Crab-eating"	3e-28
comp207658_c0	0.23	0.04	0.11	0.1	0.02	0.03	0.05	P48060	GLIP1_HUMAN	"Glioma pathogenesis-related protein 1"	"Homo sapiens (Human)."	0.000000000006
comp480520_c0	0.23	0.02	0	0.05	0.01	0	0.01	P35404	5HT1B_DIDVI	"5-hydroxytryptamine receptor 1B"	virginiana).	3e-24
comp215457_c0	0.23	0.04	0.38	1.08	0.28	0.19	0.31	P0CE10	Y4102_ARATH	"Putative uncharacterized protein At4g01020, chloroplastic"	"Arabidopsis thaliana (Mouse-ear "	5e-22
comp225656_c0	0.23	0.22	1.46	3.21	6.27	4.99	3.92	Q7Z3B3	KANL1_HUMAN	"KAT8 regulatory NSL complex subunit 1"	"Homo sapiens (Human)."	1e-79
comp219187_c0	0.23	0.44	1.08	1.71	1.09	0.77	0.57	Q6RUV5	RAC1_RAT	"Ras-related C3 botulinum toxin substrate 1"	"Rattus norvegicus (Rat)."	2e-85
comp218623_c0	0.23	0.32	0.49	1.02	0.22	0.21	0.17	Q66J52	S226B_XENLA	"Solute carrier family 22 member 6-B"	"Xenopus laevis (African clawed f"	0.000000000003
comp214359_c4	0.23	0.63	0.44	0.11	0.07	0.06	0.19	P05934	CALM_STRPU	Calmodulin	"Strongylocentrotus purpuratus (P"	1e-28
comp216564_c3	0.23	1.48	0.88	1.52	1.84	1.22	1.69	Q58D34	PI16_BOVIN	"Peptidase inhibitor 16"	"Bos taurus (Bovine)."	9e-29
comp193825_c0	0.23	0.03	0.04	0.01	0	0	0.01	P64952	Y2229_MYCBO	"Uncharacterized protein Mb2229"	"Mycobacterium bovis (strain ATCC"	0.0000000000001
comp217070_c0	0.23	0.21	0.67	1.67	0.86	0.71	0.89	P52736	ZN133_HUMAN	"Zinc finger protein 133"	"Homo sapiens (Human)."	5e-48
comp216540_c0	0.23	0.16	0.42	0.2	0.16	0.36	0.4	F7H9X2	TRIM2_CALJA	"Tripartite motif-containing protein 2"	"Callithrix jacchus (White-tufted"	0.000000001
comp81981_c0	0.23	0	0.03	0	0.01	0	0.03	Q8NER1	TRPV1_HUMAN	"Transient receptor potential cation channel subfamily V member 1"	"Homo sapiens (Human)."	0.0000005
comp214063_c2	0.23	0.31	1.68	1.28	0.47	0.28	0.18	O08762	NETR_MOUSE	Neurotrypsin	"Mus musculus (Mouse)."	2e-29
comp213668_c2	0.23	0.46	0.53	0.35	0.44	0.61	0.55	Q8BJ25	THAP3_MOUSE	"THAP domain-containing protein 3"	"Mus musculus (Mouse)."	0.000009
comp224022_c0	0.23	0.29	0.48	0.34	1.42	2.24	4.34	Q7ZVN7	MED15_DANRE	"Mediator of RNA polymerase II transcription subunit 15"	"Danio rerio (Zebrafish) (Brachyd"	0.000000000009
comp222760_c0	0.23	0.66	0.88	1.03	2.29	3.08	2.89	Q61823	PDCD4_MOUSE	"Programmed cell death protein 4"	"Mus musculus (Mouse)."	7e-99
comp222915_c2	0.23	24.32	9.9	1.27	0.43	0.39	0.39	Q60688	FOXD4_MOUSE	"Forkhead box protein D4"	"Mus musculus (Mouse)."	7e-22
comp214593_c0	0.23	0.98	3.4	1.67	0.97	1.1	1.09	P0C6P7	FEM1B_RAT	"Protein fem-1 homolog B"	"Rattus norvegicus (Rat)."	0.0000003
comp213690_c0	0.23	0.51	0.72	0.17	0.21	1.02	0.26	Q2UY09	COSA1_HUMAN	"Collagen alpha-1(XXVIII) chain"	"Homo sapiens (Human)."	0.000003
comp223568_c0	0.23	0.14	0.46	0.82	1.68	2.46	2.64	Q8BJI4	PO6F2_MOUSE	"POU domain, class 6, transcription factor 2"	"Mus musculus (Mouse)."	1e-94
comp207658_c0	0.23	0.04	0.11	0.1	0.02	0.03	0.05	P48060	GLIP1_HUMAN	"Glioma pathogenesis-related protein 1"	"Homo sapiens (Human)."	0.000000000003
comp189731_c0	0.23	0.02	0.08	0	0	0.03	0.03	Q03614	NTDO_CAEEL	"Sodium-dependent dopamine transporter"	"Caenorhabditis elegans."	8e-49
comp214626_c0	0.23	0.44	0.38	0.26	0.13	0.12	0.16	P0C6B8	SVEP1_RAT	"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1"	"Rattus norvegicus (Rat)."	4e-42
comp219187_c0	0.23	0.44	1.08	1.71	1.09	0.77	0.57	Q6RUV5	RAC1_RAT	"Ras-related C3 botulinum toxin substrate 1"	"Rattus norvegicus (Rat)."	7e-57
comp218623_c0	0.23	0.32	0.49	1.02	0.22	0.21	0.17	Q9VCA2	ORCT_DROME	"Organic cation transporter protein"	"Drosophila melanogaster (Fruit f"	1e-115
comp216564_c3	0.23	1.48	0.88	1.52	1.84	1.22	1.69	P48060	GLIP1_HUMAN	"Glioma pathogenesis-related protein 1"	"Homo sapiens (Human)."	0.00000000002
comp213852_c0	0.23	0.01	0.08	0.04	0.04	0.74	3.06	Q9QXN5	MIOX_MOUSE	"Inositol oxygenase"	"Mus musculus (Mouse)."	2e-127
comp217070_c0	0.23	0.21	0.67	1.67	0.86	0.71	0.89	P52736	ZN133_HUMAN	"Zinc finger protein 133"	"Homo sapiens (Human)."	1e-27
comp225143_c0	0.23	0.05	3.44	25.72	13.5	7.35	7.17	P79926	HNF4B_XENLA	"Hepatocyte nuclear factor 4-beta"	"Xenopus laevis (African clawed f"	0
comp210921_c0	0.23	0.15	0.41	0.56	0.19	0.13	0.18	Q641Z7	ASM3A_RAT	"Acid sphingomyelinase-like phosphodiesterase 3a"	"Rattus norvegicus (Rat)."	4e-57
comp213668_c2	0.23	0.46	0.53	0.35	0.44	0.61	0.55	Q8BJ25	THAP3_MOUSE	"THAP domain-containing protein 3"	"Mus musculus (Mouse)."	0.000006
comp224022_c0	0.23	0.29	0.48	0.34	1.42	2.24	4.34	P46952	3HAO_HUMAN	"3-hydroxyanthranilate 3,4-dioxygenase"	"Homo sapiens (Human)."	1e-56
comp223295_c1	0.23	0.15	0.26	0.61	0.43	0.45	2.47	Q09575	YRD6_CAEEL	"Uncharacterized protein K02A2.6"	"Caenorhabditis elegans."	3e-64
comp213161_c1	0.23	0.77	0.38	0.36	0.27	0.27	0.36	Q21059	NAS34_CAEEL	"Zinc metalloproteinase nas-34"	"Caenorhabditis elegans."	1e-35
comp222760_c0	0.23	0.66	0.88	1.03	2.29	3.08	2.89	Q61823	PDCD4_MOUSE	"Programmed cell death protein 4"	"Mus musculus (Mouse)."	9e-105
comp222915_c2	0.23	24.32	9.9	1.27	0.43	0.39	0.39	Q91641	THIB_XENLA	"Thyroid hormone-induced protein B"	"Xenopus laevis (African clawed f"	0.000000000007
comp214531_c1	0.23	0.09	0.79	2.2	0.38	0.52	0.16	Q503M4	MT12B_DANRE	"Monocarboxylate transporter 12-B"	"Danio rerio (Zebrafish) (Brachyd"	0.000000000000002
comp222722_c0	0.23	0.23	2.23	7.13	7.42	6.02	7.11	P49116	NR2C2_HUMAN	"Nuclear receptor subfamily 2 group C member 2"	"Homo sapiens (Human)."	3e-113
comp218013_c0	0.23	0.04	0.06	0.11	0.1	0.13	0.25	Q6W2J9	BCOR_HUMAN	"BCL-6 corepressor"	"Homo sapiens (Human)."	4e-52
comp223568_c0	0.23	0.14	0.46	0.82	1.68	2.46	2.64	P78424	PO6F2_HUMAN	"POU domain, class 6, transcription factor 2"	"Homo sapiens (Human)."	8e-94
comp201281_c0	0.23	0.18	0.21	0.22	0.14	0.07	0.06	P30793	GCH1_HUMAN	"GTP cyclohydrolase 1"	"Homo sapiens (Human)."	2e-87
comp209563_c0	0.23	0.04	0.4	2.2	2.33	2.45	3.13	Q9Z265	CHK2_MOUSE	"Serine/threonine-protein kinase Chk2"	"Mus musculus (Mouse)."	3e-43
comp201861_c0	0.23	0.19	0.22	0.63	0.16	0.07	0.04	Q7ZX53	S22FL_XENLA	"Solute carrier family 22 member 15-like"	"Xenopus laevis (African clawed f"	3e-22
comp217897_c6	0.23	0.2	0.37	0.45	0.61	0.52	0.87	P18729	ZG57_XENLA	"Gastrula zinc finger protein XlCGF57.1"	"Xenopus laevis (African clawed f"	2e-21
comp214626_c0	0.23	0.44	0.38	0.26	0.13	0.12	0.16	P0C6B8	SVEP1_RAT	"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1"	"Rattus norvegicus (Rat)."	2e-42
comp216564_c3	0.23	1.48	0.88	1.52	1.84	1.22	1.69	Q8AVA4	CRVP_PSEAU	Pseudechetoxin	"Pseudechis australis (Mulga snak"	0.0000000000004
comp208790_c0	0.23	0.2	0.01	0.26	0.06	0.01	0	O77245	E75_METEN	"Nuclear hormone receptor E75"	"Metapenaeus ensis (Greasyback sh"	2e-17
comp198099_c0	0.23	0.04	0.11	0.01	0.02	0.09	0.03	Q71MB6	SO4C1_RAT	"Solute carrier organic anion transporter family member 4C1"	"Rattus norvegicus (Rat)."	2e-51
comp204821_c0	0.23	0.16	0.35	0.19	0.24	0.07	0.13	P08120	CO4A1_DROME	"Collagen alpha-1(IV) chain"	"Drosophila melanogaster (Fruit f"	2e-88
comp215511_c2	0.23	0.25	0.18	0.62	1.47	2.08	2.25	Q5RD78	HECD2_PONAB	"Probable E3 ubiquitin-protein ligase HECTD2"	"Pongo abelii (Sumatran orangutan"	0
comp207380_c0	0.23	0.03	0.03	0.03	0.01	0.02	0.05	Q8C4H2	SAMD3_MOUSE	"Sterile alpha motif domain-containing protein 3"	"Mus musculus (Mouse)."	0.0000000000004
comp224022_c0	0.23	0.29	0.48	0.34	1.42	2.24	4.34	Q6P7I0	3HAO_XENLA	"3-hydroxyanthranilate 3,4-dioxygenase"	"Xenopus laevis (African clawed f"	2e-52
comp213161_c1	0.23	0.77	0.38	0.36	0.27	0.27	0.36	P98060	NAS35_CAEEL	"Zinc metalloproteinase dpy-31"	"Caenorhabditis elegans."	2e-80
comp222915_c2	0.23	24.32	9.9	1.27	0.43	0.39	0.39	Q91641	THIB_XENLA	"Thyroid hormone-induced protein B"	"Xenopus laevis (African clawed f"	0.000000000008
comp216540_c0	0.23	0.16	0.42	0.2	0.16	0.36	0.4	A4IF63	TRIM2_BOVIN	"Tripartite motif-containing protein 2"	"Bos taurus (Bovine)."	0.0000000006
comp214531_c1	0.23	0.09	0.79	2.2	0.38	0.52	0.16	Q61830	MRC1_MOUSE	"Macrophage mannose receptor 1"	"Mus musculus (Mouse)."	6e-41
comp222722_c0	0.23	0.23	2.23	7.13	7.42	6.02	7.11	P49116	NR2C2_HUMAN	"Nuclear receptor subfamily 2 group C member 2"	"Homo sapiens (Human)."	1e-174
comp223568_c0	0.23	0.14	0.46	0.82	1.68	2.46	2.64	P78424	PO6F2_HUMAN	"POU domain, class 6, transcription factor 2"	"Homo sapiens (Human)."	9e-94
comp225740_c0	0.23	0.27	0.62	0.56	0.75	1.74	3.04	Q149M9	NWD1_HUMAN	"NACHT and WD repeat domain-containing protein 1"	"Homo sapiens (Human)."	2e-28
comp196709_c1	0.23	0.04	0.05	0.07	0.03	0.02	0	Q08882	HR3_MANSE	"Probable nuclear hormone receptor HR3"	"Manduca sexta (Tobacco hawkmoth)"	0.00000000005
comp212638_c1	0.23	0.23	0.13	0.06	0.37	1.01	0.97	P20241	NRG_DROME	Neuroglian	"Drosophila melanogaster (Fruit f"	0.00000000000004
comp225081_c0	0.23	0.23	0.42	0.86	4.45	3.61	2.6	Q86VH2	KIF27_HUMAN	"Kinesin-like protein KIF27"	"Homo sapiens (Human)."	0
comp201861_c0	0.23	0.19	0.22	0.63	0.16	0.07	0.04	Q6NUB3	S22AF_XENLA	"Solute carrier family 22 member 15"	"Xenopus laevis (African clawed f"	8e-24
comp217120_c3	0.23	0.06	0.29	0.15	0.1	0.08	0.06	O18783	PLMN_MACEU	Plasminogen	"Macropus eugenii (Tammar wallaby"	4e-27
comp216564_c3	0.23	1.48	0.88	1.52	1.84	1.22	1.69	Q5UR67	YR617_MIMIV	"Uncharacterized protein R617"	"Acanthamoeba polyphaga mimivirus"	2e-16
comp213272_c0	0.23	1.6	2.79	1.15	0.46	0.4	0.74	P21328	RTJK_DROME	"RNA-directed DNA polymerase from mobile element jockey"	"Drosophila melanogaster (Fruit f"	0.000000008
comp224396_c1	0.23	0.42	3.78	4.17	2	2.36	1.86	Q5T1H1	EYS_HUMAN	"Protein eyes shut homolog"	"Homo sapiens (Human)."	0.000009
comp215991_c2	0.23	0.15	0.25	3.91	5.4	6.09	8.9	P43006	EAA2_MOUSE	"Excitatory amino acid transporter 2"	"Mus musculus (Mouse)."	0
comp215511_c2	0.23	0.25	0.18	0.62	1.47	2.08	2.25	Q8CDU6	HECD2_MOUSE	"Probable E3 ubiquitin-protein ligase HECTD2"	"Mus musculus (Mouse)."	7e-118
comp200516_c0	0.23	0.06	0.05	0.07	0.04	0.03	0.09	Q5IS41	NCAN_PANTR	"Neurocan core protein"	"Pan troglodytes (Chimpanzee)."	0.000000009
comp224022_c0	0.23	0.29	0.48	0.34	1.42	2.24	4.34	P46952	3HAO_HUMAN	"3-hydroxyanthranilate 3,4-dioxygenase"	"Homo sapiens (Human)."	1e-97
comp222915_c2	0.23	24.32	9.9	1.27	0.43	0.39	0.39	Q91641	THIB_XENLA	"Thyroid hormone-induced protein B"	"Xenopus laevis (African clawed f"	0.000000000003
comp216540_c0	0.23	0.16	0.42	0.2	0.16	0.36	0.4	A4IF63	TRIM2_BOVIN	"Tripartite motif-containing protein 2"	"Bos taurus (Bovine)."	4e-34
comp214531_c1	0.23	0.09	0.79	2.2	0.38	0.52	0.16	Q61830	MRC1_MOUSE	"Macrophage mannose receptor 1"	"Mus musculus (Mouse)."	1e-33
comp222722_c0	0.23	0.23	2.23	7.13	7.42	6.02	7.11	P49116	NR2C2_HUMAN	"Nuclear receptor subfamily 2 group C member 2"	"Homo sapiens (Human)."	5e-174
comp225740_c0	0.23	0.27	0.62	0.56	0.75	1.74	3.04	A6H603	NWD1_MOUSE	"NACHT and WD repeat domain-containing protein 1"	"Mus musculus (Mouse)."	3e-79
comp222826_c2	0.23	0.08	0.09	0.07	0.16	0.07	0.07	P13607	ATNA_DROME	"Sodium/potassium-transporting ATPase subunit alpha"	"Drosophila melanogaster (Fruit f"	0
comp212638_c1	0.23	0.23	0.13	0.06	0.37	1.01	0.97	P20241	NRG_DROME	Neuroglian	"Drosophila melanogaster (Fruit f"	0.00000000000003
comp220540_c0	0.22	0.08	0.07	0.1	0.23	0.32	0.4	Q9Y2I7	FYV1_HUMAN	"1-phosphatidylinositol 3-phosphate 5-kinase"	"Homo sapiens (Human)."	4e-175
comp222412_c3	0.22	0.3	0.37	0.91	0.62	0.84	1.09	P08548	LIN1_NYCCO	"LINE-1 reverse transcriptase homolog"	"Nycticebus coucang (Slow loris)."	1e-24
comp215797_c0	0.22	0.15	0.78	1.79	4.82	5.25	6.28	Q8TC92	ENOX1_HUMAN	"Ecto-NOX disulfide-thiol exchanger 1"	"Homo sapiens (Human)."	4e-103
comp200888_c0	0.22	0	0.4	2.18	0.11	0	0	Q9CXI3	MOXD1_MOUSE	"DBH-like monooxygenase protein 1"	"Mus musculus (Mouse)."	1e-48
comp211784_c0	0.22	0.11	0.11	0.08	0.12	0.1	0.13	O60662	KBTBA_HUMAN	"Kelch repeat and BTB domain-containing protein 10"	"Homo sapiens (Human)."	2e-84
comp213698_c0	0.22	0.01	0.09	0.15	0.07	0.31	1.33	Q7Z9I4	YCP6_SCHPO	"Uncharacterized oxidoreductase C663.06c"	"Schizosaccharomyces pombe (strai"	1e-27
comp219759_c0	0.22	0.04	0.22	1.02	1.08	2.28	5.85	Q5IZC5	CRY1_ERIRU	Cryptochrome-1	"Erithacus rubecula (European rob"	6e-73
comp222066_c0	0.22	0.21	1.78	3.72	5.43	5.27	5.94	Q94407	NHR48_CAEEL	"Nuclear hormone receptor family member nhr-48"	"Caenorhabditis elegans."	5e-29
comp222790_c0	0.22	0.05	0.06	1.26	9.54	9.59	8.95	Q01484	ANK2_HUMAN	Ankyrin-2	"Homo sapiens (Human)."	1e-20
comp218393_c6	0.22	0.2	1.66	2.97	3.43	3.02	2.93	O75467	Z324A_HUMAN	"Zinc finger protein 324A"	"Homo sapiens (Human)."	4e-16
comp209485_c1	0.22	0.01	0.05	0.03	0.04	0.03	0.01	Q9VCA2	ORCT_DROME	"Organic cation transporter protein"	"Drosophila melanogaster (Fruit f"	6e-39
comp223246_c2	0.22	0.66	2.75	1.3	0.54	0.83	0.74	Q4R8G6	MEIOB_MACFA	"Meiosis-specific with OB domain-containing protein"	"Macaca fascicularis (Crab-eating"	5e-72
comp216706_c0	0.22	0.65	1.15	1.45	1.21	0.75	1.87	B2GV71	NDUF5_RAT	"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 5"	"Rattus norvegicus (Rat)."	4e-127
comp215872_c3	0.22	0.33	0.4	1.08	0.65	0.43	0.21	P27401	POL_SFV3L	"Pro-Pol polyprotein"	"Simian foamy virus type 3 (strai"	0.0000004
comp214843_c1	0.22	0.3	0.54	1.23	1.45	1.36	2.44	Q02357	ANK1_MOUSE	Ankyrin-1	"Mus musculus (Mouse)."	4e-24
comp216156_c0	0.22	0.16	0.1	0.14	0.09	0.34	0.53	Q02280	KCNAE_DROME	"Potassium voltage-gated channel protein eag"	"Drosophila melanogaster (Fruit f"	0
comp211281_c1	0.22	0.49	0.32	0.41	0.32	0.43	0.67	P34714	SPRC_CAEEL	SPARC	"Caenorhabditis elegans."	3e-51
comp220474_c1	0.22	0.45	0.7	3.04	5.82	3.86	2.69	Q8WV41	SNX33_HUMAN	"Sorting nexin-33"	"Homo sapiens (Human)."	2e-78
comp219387_c0	0.22	0.3	0.96	2.14	1.01	1.31	5.03	Q6NS60	FBX41_MOUSE	"F-box only protein 41"	"Mus musculus (Mouse)."	8e-42
comp213306_c0	0.22	0.12	0.1	0.16	0.23	0.22	0.13	P09394	GLPQ_ECOLI	"Glycerophosphoryl diester phosphodiesterase"	"Escherichia coli (strain K12)."	3e-30
comp151959_c0	0.22	0.02	0.06	0.16	0.02	0.05	0.06	Q68FI3	DOPDA_XENLA	"D-dopachrome decarboxylase-A"	"Xenopus laevis (African clawed f"	2e-18
comp221040_c5	0.22	0.11	0.48	6.12	24.21	23	22.7	P50607	TUB_HUMAN	"Tubby protein homolog"	"Homo sapiens (Human)."	4e-152
comp217532_c0	0.22	0.49	0.5	0.35	0.12	0.09	0.03	Q96L34	MARK4_HUMAN	"MAP/microtubule affinity-regulating kinase 4"	"Homo sapiens (Human)."	3e-30
comp206366_c0	0.22	0.01	0.24	0.16	0.07	0.06	0.16	Q9W0Y2	YS11_DROME	"Putative gamma-glutamylcyclotransferase CG2811"	"Drosophila melanogaster (Fruit f"	1e-22
comp193151_c0	0.22	0.38	0.18	0.29	0.27	0.15	0.31	P08120	CO4A1_DROME	"Collagen alpha-1(IV) chain"	"Drosophila melanogaster (Fruit f"	0
comp216097_c1	0.22	0.31	0.28	0.86	0.61	0.64	0.73	Q9D305	THAP2_MOUSE	"THAP domain-containing protein 2"	"Mus musculus (Mouse)."	0.0000000000004
comp220540_c0	0.22	0.08	0.07	0.1	0.23	0.32	0.4	Q9Y2I7	FYV1_HUMAN	"1-phosphatidylinositol 3-phosphate 5-kinase"	"Homo sapiens (Human)."	6e-131
comp215797_c0	0.22	0.15	0.78	1.79	4.82	5.25	6.28	Q8TC92	ENOX1_HUMAN	"Ecto-NOX disulfide-thiol exchanger 1"	"Homo sapiens (Human)."	3e-171
comp200888_c0	0.22	0	0.4	2.18	0.11	0	0	Q9CXI3	MOXD1_MOUSE	"DBH-like monooxygenase protein 1"	"Mus musculus (Mouse)."	0.000007
comp216169_c1	0.22	0.26	0.52	0.79	1.1	1.72	1.84	O00767	ACOD_HUMAN	"Acyl-CoA desaturase"	"Homo sapiens (Human)."	8e-142
comp217597_c0	0.22	0.33	0.7	0.92	3.22	2.86	1.77	P53355	DAPK1_HUMAN	"Death-associated protein kinase 1"	"Homo sapiens (Human)."	0
comp128648_c0	0.22	0	0.13	0.07	0.02	0.01	0.03	Q6DK93	CNFN_XENTR	"Cornifelin homolog"	"Xenopus tropicalis (Western claw"	0.000000001
comp216011_c0	0.22	0.29	0.82	0.55	0.26	0.5	0.51	Q04786	HEX_VIBVL	Beta-hexosaminidase	"Vibrio vulnificus."	5e-118
comp219759_c0	0.22	0.04	0.22	1.02	1.08	2.28	5.85	Q16526	CRY1_HUMAN	Cryptochrome-1	"Homo sapiens (Human)."	3e-115
comp222066_c0	0.22	0.21	1.78	3.72	5.43	5.27	5.94	Q24143	HR96_DROME	"Nuclear hormone receptor HR96"	"Drosophila melanogaster (Fruit f"	0.00000000006
comp223246_c2	0.22	0.66	2.75	1.3	0.54	0.83	0.74	Q4R8G6	MEIOB_MACFA	"Meiosis-specific with OB domain-containing protein"	"Macaca fascicularis (Crab-eating"	0.0000000002
comp65105_c0	0.22	0	0.02	0	0	0.05	0.04	Q95SX7	RTBS_DROME	"Probable RNA-directed DNA polymerase from transposon BS"	"Drosophila melanogaster (Fruit f"	0.00000000002
comp218379_c0	0.22	0.34	0.45	0.31	0.2	0.21	0.04	P51590	CP2J3_RAT	"Cytochrome P450 2J3"	"Rattus norvegicus (Rat)."	1e-124
comp188002_c0	0.22	0.08	0.02	0.11	0.01	0	0.01	P49013	FBP3_STRPU	Fibropellin-3	"Strongylocentrotus purpuratus (P"	3e-47
comp215943_c0	0.22	0.11	0.37	7.88	6.16	6.63	9.08	Q61116	ZN235_MOUSE	"Zinc finger protein 235"	"Mus musculus (Mouse)."	2e-30
comp220474_c1	0.22	0.45	0.7	3.04	5.82	3.86	2.69	Q96RF0	SNX18_HUMAN	"Sorting nexin-18"	"Homo sapiens (Human)."	1e-62
comp219387_c0	0.22	0.3	0.96	2.14	1.01	1.31	5.03	Q6NS60	FBX41_MOUSE	"F-box only protein 41"	"Mus musculus (Mouse)."	1e-100
comp197363_c0	0.22	0.09	0.05	0.1	0.15	0.17	0.14	Q80X72	LRC15_MOUSE	"Leucine-rich repeat-containing protein 15"	"Mus musculus (Mouse)."	5e-48
comp216925_c10	0.22	1.44	0.14	1.54	0.18	0.15	0.15	P34299	GLR1_CAEEL	"Glutamate receptor 1"	"Caenorhabditis elegans."	0.000000002
